,date,funding_rate
732,2025-05-08,0.00012654000000000002
733,2025-05-09,0.00024378
734,2025-05-10,0.00023914000000000002
735,2025-05-11,0.00024150000000000002
736,2025-05-12,0.00016755
737,2025-05-13,0.00024103
738,2025-05-14,0.00020637999999999999
739,2025-05-15,9.753e-05
740,2025-05-16,0.00016807
741,2025-05-17,6.758e-05
742,2025-05-18,0.00022645
743,2025-05-19,0.0001414
744,2025-05-20,0.00016751
745,2025-05-21,0.00021033
746,2025-05-22,0.00030000000000000003
747,2025-05-23,0.00025195999999999997
748,2025-05-24,0.00015951
749,2025-05-25,0.00018558
750,2025-05-26,0.00027113
751,2025-05-27,0.00017392
752,2025-05-28,0.00010792
753,2025-05-29,0.00014377
754,2025-05-30,0.00013863
755,2025-05-31,0.00020745
756,2025-06-01,5.87e-05
757,2025-06-02,9.418e-05
758,2025-06-03,0.00015527
759,2025-06-04,3.562e-05
760,2025-06-05,8.101e-05
761,2025-06-06,-9.516e-05
762,2025-06-07,-5.7539999999999995e-05
763,2025-06-08,6.819000000000001e-05
764,2025-06-09,4.9170000000000005e-05
765,2025-06-10,0.00024539
766,2025-06-11,0.00022208
767,2025-06-12,0.00010301
768,2025-06-13,1.786e-05
769,2025-06-14,6.951e-05
770,2025-06-15,5.167e-05
771,2025-06-16,8.799e-05
772,2025-06-17,9.834000000000001e-05
773,2025-06-18,8.635e-05
774,2025-06-19,3.8570000000000005e-05
775,2025-06-20,0.00013827000000000002
776,2025-06-21,0.0001335
777,2025-06-22,0.00017028
778,2025-06-23,1.0190000000000002e-05
779,2025-06-24,2.91e-05
780,2025-06-25,5.350000000000001e-06
781,2025-06-26,4.6280000000000004e-05
782,2025-06-27,6.333e-05
783,2025-06-28,9.326e-05
784,2025-06-29,0.0001661
785,2025-06-30,8.966e-05
786,2025-07-01,6.496e-05
787,2025-07-02,9.34e-05
788,2025-07-03,0.00013461000000000001
789,2025-07-04,0.00012035999999999999
790,2025-07-05,8.125999999999999e-05
791,2025-07-06,4.634e-05
792,2025-07-07,0.00010069000000000001
793,2025-07-08,9.237000000000001e-05
794,2025-07-09,0.00010742
795,2025-07-10,0.00020431
796,2025-07-11,0.00030000000000000003
797,2025-07-12,0.00030000000000000003
798,2025-07-13,0.00030000000000000003
799,2025-07-14,0.00028051
800,2025-07-15,0.00030000000000000003
801,2025-07-16,0.00030000000000000003
802,2025-07-17,0.00030000000000000003
803,2025-07-18,0.00030000000000000003
804,2025-07-19,0.00030000000000000003
805,2025-07-20,0.00030000000000000003
806,2025-07-21,0.00030000000000000003
