timestamp,spot_price,future_price,funding_rate,basis,spread,basis_lag,deviations,ou_forecast,residuals,ou_zscore,positions,basis_returns,strategy_returns,funding_pnl,total_returns,equity
2023-07-01,30585.9,30573.6,0.0003,-0.00040214608692250054,-12.30000000000291,-0.0003872407456024965,-0.00015078216080951048,-0.0003734057707929482,-2.8740316129552358e-05,-0.8569071647105542,0,-1.490534132000406e-05,-0.0,0.0,-0.0,10000.0
2023-07-02,30617.03,30612.7,0.0003,-0.00014142456012219696,-4.329999999998108,-0.00040214608692250054,0.0001099393659907931,-0.0003867934505834527,0.0002453688904612557,0.6247942720509437,0,0.0002607215268003036,0.0,0.0,0.0,10000.0
2023-07-03,31156.2,31149.0,0.0003,-0.0002310936507019703,-7.200000000000728,-0.00014142456012219696,2.027027541101975e-05,-0.0001526185839797969,-7.847506672217341e-05,0.11519760784104251,0,-8.966909057977335e-05,-0.0,0.0,-0.0,10000.0
2023-07-04,30766.51,30756.1,0.0003,-0.00033835491903371086,-10.409999999999854,-0.0002310936507019703,-8.69909929207208e-05,-0.00023315756970410535,-0.00010519734932960551,-0.4943768195046917,0,-0.00010726126833174055,-0.0,0.0,-0.0,10000.0
2023-07-05,30504.81,30488.4,0.0003,-0.0005379479498479044,-16.409999999999854,-0.00033835491903371086,-0.00028658402373491436,-0.0003294974980237297,-0.0002084504518241747,-1.628680089949594,0,-0.00019959303081419356,-0.0,0.0,-0.0,10000.0
2023-07-06,29895.43,29874.4,0.00019212,-0.0007034519991851208,-21.029999999998836,-0.0005379479498479044,-0.00045208807307213077,-0.0005087679707750374,-0.0001946840284100834,-2.5692529329455174,1,-0.0001655040493372164,-0.0,0.0,-0.0,10000.0
2023-07-07,30344.7,30327.9,4.261e-05,-0.0005536386914353832,-16.799999999999272,-0.0007034519991851208,-0.00030227476532239313,-0.000657420401403034,0.0001037817099676508,-1.7178518382104422,1,0.00014981330774973764,0.0,0.0,0.0,10000.0
2023-07-08,30284.63,30269.3,8.074e-05,-0.000506197368103944,-15.330000000001746,-0.0005536386914353832,-0.000254833441990954,-0.0005228610813948391,1.6663713290895085e-05,-1.4482389765310115,1,4.744132333143916e-05,0.0,0.0,0.0,10000.0
2023-07-09,30160.71,30147.8,0.0001868099999999,-0.0004280403213319532,-12.909999999999854,-0.000506197368103944,-0.00017667639521896315,-0.0004802502325747111,5.22099112427579e-05,-1.0040661845244885,1,7.815704677199083e-05,0.0,0.0,0.0,10000.0
2023-07-10,30411.57,30396.9,5.663e-05,-0.0004823821986171136,-14.669999999998254,-0.0004280403213319532,-0.00023101827250412353,-0.0004100511346076869,-7.233106400942669e-05,-1.31289545013174,1,-5.4341877285160383e-05,-0.0,0.0,-0.0,10000.0
2023-07-11,30622.1,30608.4,0.00020229,-0.0004473893038033672,-13.69999999999709,-0.0004823821986171136,-0.00019602537769037714,-0.0004588599231278294,1.1470619324462181e-05,-1.1140280103837168,1,3.4992894813746394e-05,0.0,0.0,0.0,10000.0
2023-07-12,30380.0,30368.9,0.0001817,-0.00036537195523365847,-11.099999999998545,-0.0004473893038033672,-0.00011400802912066841,-0.00042743000410406856,6.205804887041009e-05,-0.6479168123306817,1,8.201734856970873e-05,0.0,0.0,0.0,10000.0
2023-07-13,31454.23,31441.7,5.514e-05,-0.00039835659623519115,-12.529999999998836,-0.00036537195523365847,-0.0001469926701222011,-0.00035376366018453486,-4.4592936050656294e-05,-0.8353711839080128,1,-3.298464100153268e-05,-0.0,0.0,-0.0,10000.0
2023-07-14,30312.01,30293.3,0.0003,-0.000617247091169445,-18.709999999999127,-0.00039835659623519115,-0.0003658831650564549,-0.0003833898057556278,-0.00023385728541381717,-2.0793434972718265,1,-0.0002188904949342538,-0.0,0.0,-0.0,10000.0
2023-07-15,30289.52,30276.4,-1.3220000000000002e-05,-0.00043315311698564326,-13.119999999998981,-0.000617247091169445,-0.0001817891908726532,-0.0005799928752493794,0.0001468397582637361,-1.0331226140372802,1,0.0001840939741838017,0.0,-0.0,0.0,10000.0
2023-07-16,30231.99,30216.8,0.00014348,-0.0005024479036941441,-15.190000000002328,-0.00043315311698564326,-0.00025108397758115403,-0.0004146433455189542,-8.780455817518991e-05,-1.4269304682874944,1,-6.929478670850082e-05,-0.0,0.0,-0.0,10000.0
2023-07-17,30138.0,30126.1,0.00015324,-0.0003948503550335608,-11.900000000001455,-0.0005024479036941441,-0.00014348642892057073,-0.00047688253854968887,8.203218351612808e-05,-0.8154449327470672,1,0.0001075975486605833,0.0,0.0,0.0,10000.0
2023-07-18,29859.13,29845.6,0.00018258,-0.0004531277368095612,-13.530000000002474,-0.0003948503550335608,-0.00020176381069657117,-0.00038024056995700147,-7.288716685255976e-05,-1.1466399873630853,1,-5.827738177600043e-05,-0.0,0.0,-0.0,10000.0
2023-07-19,29909.21,29895.5,0.00022914,-0.00045838723256144605,-13.709999999999127,-0.0004531277368095612,-0.000207023306448456,-0.000432584149986195,-2.5803082575251077e-05,-1.1765301253499563,1,-5.259495751884827e-06,-0.0,0.0,-0.0,10000.0
2023-07-20,29800.0,29791.0,0.00017856,-0.0003020134228187919,-9.0,-0.00045838723256144605,-5.0649496705801864e-05,-0.0004373081239948448,0.00013529470117605287,-0.28784516936998084,1,0.00015637380974265413,0.0,0.0,0.0,10000.0
2023-07-21,29901.72,29891.4,7.371e-05,-0.00034513064800284764,-10.319999999999709,-0.0003020134228187919,-9.376672188985758e-05,-0.00029685629216417585,-4.8274355838671794e-05,-0.532883832991024,1,-4.3117225184055715e-05,-0.0,0.0,-0.0,10000.0
2023-07-22,29794.0,29783.5,3.316e-05,-0.0003524199503255689,-10.5,-0.00034513064800284764,-0.00010105602421257886,-0.0003355833224163793,-1.6836627909189595e-05,-0.5743095252118188,1,-7.289302322721278e-06,-0.0,0.0,-0.0,10000.0
2023-07-23,30083.75,30070.8,0.0002228,-0.0004304649520089991,-12.950000000000728,-0.0003524199503255689,-0.00017910102589600906,-0.00034213042813490487,-8.833452387409425e-05,-1.0178455559553201,1,-7.80450016834302e-05,-0.0,0.0,-0.0,10000.0
